,id,teamId,competition
406,179987727,1611,England
407,179987729,1611,England
408,179987943,1611,England
409,179988153,10531,England
410,179988227,10531,England
411,179988063,1611,England
412,179988202,1611,England
413,179988378,1611,England
414,179988458,1611,England
415,179988478,1611,England
416,179988506,1611,England
417,179988734,10531,England
418,180426099,1610,England
419,180426253,1624,England
420,180426351,1624,England
421,180427748,1624,England
422,180426356,1610,England
423,180426486,1624,England
424,180426559,1624,England
425,180426576,1624,England
426,180426784,1624,England
427,180426786,1624,England
428,180426792,1624,England
429,180426796,1624,England
430,180426802,1624,England
431,180426817,1624,England
432,180426872,1624,England
433,180426879,1624,England
434,180426962,1610,England
435,180427747,1624,England
436,180427277,1610,England
437,180427290,1610,England
438,180427340,1610,England
439,180427600,1624,England
440,180427608,1624,England
441,180427501,1610,England
442,238886975,1633,England
443,238887093,1633,England
444,238887113,1633,England
445,238887138,1633,England
446,238887140,1633,England
447,238887258,1633,England
448,238887825,1633,England
449,238887549,1619,England
450,238887672,1619,England
451,238888147,1633,England
452,238887760,1619,England
453,238888267,1633,England
454,238887959,1619,England
455,238888353,1633,England
456,238888107,1619,England
457,238888146,1619,England
458,238888213,1619,England
459,238888473,1633,England
460,238888281,1619,England
461,182135771,1659,England
462,182135917,1659,England
463,182135920,1659,England
464,182135964,1625,England
465,182136042,1659,England
466,182136045,1659,England
467,182136101,1625,England
468,182136124,1625,England
469,182136149,1625,England
470,182136177,1625,England
471,182136180,1625,England
472,182136233,1625,England
473,182136346,1625,England
474,182136550,1625,England
475,182136851,1625,England
476,182136922,1659,England
477,182137049,1659,England
478,182137148,1625,England
479,182137163,1625,England
480,182137185,1625,England
481,182137190,1625,England
482,182137400,1625,England
483,182137468,1625,England
484,182137432,1659,England
485,182137532,1625,England
486,182137485,1659,England
487,182523552,1610,England
488,182523677,1610,England
489,182523718,1610,England
490,182523730,1610,England
491,182523736,1610,England
492,182523753,1610,England
493,182524060,1610,England
494,182524205,1623,England
495,182524289,1610,England
496,182524331,1610,England
497,182524489,1610,England
498,182524526,1623,England
499,182524615,1610,England
500,182524720,1610,England
501,182524739,1610,England
502,182524887,1610,England
503,182524904,1623,England
504,182525085,1610,England
505,182525100,1623,England
506,182525155,1623,England
507,182525166,1610,England
508,182525177,1610,England
509,182525202,1623,England
510,182525205,1623,England
511,182525246,1610,England
512,182328643,10531,England
513,182328837,10531,England
514,182328840,1628,England
515,182328932,1628,England
516,182329262,1628,England
517,182329309,1628,England
518,182329246,10531,England
519,182329416,1628,England
520,182329382,10531,England
521,182329486,1628,England
522,182329969,10531,England
523,182329669,1628,England
524,182329906,1628,England
525,182329869,1628,England
526,182329880,1628,England
527,182330083,10531,England
528,182329757,1628,England
529,182329888,1628,England
530,182329652,1628,England
531,182329893,1628,England
532,182329770,1628,England
533,182291524,1673,England
534,182292311,1619,England
535,182291616,1673,England
536,182291674,1673,England
537,182291679,1673,England
538,182291711,1673,England
539,182292500,1619,England
540,182291765,1673,England
541,182291797,1673,England
542,182291804,1673,England
543,182291837,1673,England
544,182292742,1619,England
545,182291950,1673,England
546,182292860,1619,England
547,182292039,1673,England
548,182429088,1673,England
549,182293228,1673,England
550,182293230,1673,England
551,182292099,1673,England
552,182292153,1673,England
553,182293116,1619,England
554,182293059,1619,England
555,182607637,1612,England
556,182607672,1609,England
557,182607733,1612,England
558,182607872,1612,England
559,182607893,1612,England
560,182607930,1612,England
561,182608026,1612,England
562,182608155,1612,England
563,182608213,1612,England
564,182608237,1612,England
565,182608341,1612,England
566,182608337,1609,England
567,182608500,1609,England
568,182608567,1609,England
569,182608592,1612,England
570,182608625,1612,England
571,182608630,1612,England
572,182608689,1612,England
573,182608726,1612,England
574,182608779,1609,England
575,182608914,1609,England
576,182608937,1612,England
577,182609051,1612,England
578,182609100,1609,England
579,182609186,1612,England
580,182609307,1609,England
581,182609228,1612,England
582,182221774,1611,England
583,182221808,1631,England
584,182222030,1611,England
585,182222176,1611,England
586,182222209,1611,England
587,182222230,1611,England
588,182222210,1631,England
589,182222317,1611,England
590,182222382,1611,England
591,182222408,1611,England
592,182222433,1611,England
593,182222547,1611,England
594,182222605,1611,England
595,182222740,1611,England
596,182223658,1631,England
597,182222902,1631,England
598,182223058,1631,England
599,182223062,1631,England
600,182223097,1631,England
601,182223251,1611,England
602,182223277,1611,England
603,182223218,1631,England
604,182223317,1611,England
605,182223314,1631,England
606,182223456,1611,England
607,182223458,1611,England
608,182223570,1631,England
609,182223651,1611,England
610,182168593,1613,England
611,182168748,1613,England
612,182168876,1633,England
613,182168919,1633,England
614,182168932,1633,England
615,182168996,1613,England
616,182169045,1613,England
617,182169080,1613,England
618,182169183,1613,England
619,182169197,1613,England
620,182169300,1613,England
621,182169368,1633,England
622,182169373,1633,England
623,182169528,1613,England
624,182169588,1633,England
625,182169697,1613,England
626,182169763,1633,England
627,182169733,1613,England
628,182169750,1613,England
629,182169830,1613,England
630,182169860,1613,England
631,182169924,1613,England
632,182169976,1613,England
633,182699783,1624,England
634,182699784,1624,England
635,182699868,1646,England
636,182699873,1646,England
637,182700057,1646,England
638,182699909,1624,England
639,182699942,1624,England
640,182700034,1624,England
641,182700114,1624,England
642,182700137,1624,England
643,182700430,1646,England
644,182700264,1624,England
645,182700271,1624,England
646,182700286,1624,England
647,182700321,1624,England
648,182700327,1624,England
649,182700328,1624,England
650,182700356,1624,England
651,182700370,1624,England
652,182700625,1646,England
653,182700681,1646,England
654,182700573,1624,England
655,182700575,1624,England
656,182700655,1624,England
657,182700939,1646,England
658,182701175,1646,England
659,182701183,1646,England
660,182700881,1624,England
661,182700884,1624,England
662,182700887,1624,England
663,182700896,1624,England
664,182700903,1624,England
665,182700904,1624,England
666,182700916,1624,England
667,182700934,1624,England
668,182700978,1624,England
669,182700995,1624,England
670,182701028,1624,England
671,182701355,1646,England
672,182701364,1646,England
673,182701372,1646,England
674,182701405,1646,England
675,182215699,1644,England
676,182216092,1651,England
677,182216103,1651,England
678,182216155,1651,England
679,182216209,1651,England
680,182215963,1644,England
681,182216392,1651,England
682,182216433,1651,England
683,182216038,1644,England
684,182216619,1651,England
685,182216746,1651,England
686,182216837,1651,England
687,182216928,1651,England
688,182216422,1644,England
689,182216542,1644,England
690,182217005,1651,England
691,182217011,1651,England
692,182216658,1644,England
693,182217116,1651,England
694,182216783,1644,England
695,182217152,1651,England
696,182216816,1644,England
697,182544129,1627,England
698,182544175,1627,England
699,182544256,1639,England
700,182544329,1639,England
701,182544336,1639,England
702,182544503,1639,England
703,182544539,1639,England
704,182544596,1639,England
705,182544575,1627,England
706,182544770,1639,England
707,182545127,1627,England
708,182545148,1639,England
709,182545203,1627,England
710,182545244,1639,England
711,182545328,1627,England
712,182545362,1627,England
713,182545363,1639,England
714,182545370,1639,England
715,182545464,1639,England
716,182545474,1627,England
717,182545526,1639,England
718,182545566,1639,England
719,182545558,1627,England
720,182545672,1639,England
721,182545646,1627,England
722,185784801,1609,England
723,185784872,1609,England
724,185784965,1609,England
725,185785147,1609,England
726,185785524,1609,England
727,185785566,1609,England
728,185785695,1659,England
729,185785697,1659,England
730,185785718,1609,England
731,185785861,1609,England
732,185785903,1609,England
733,185785958,1609,England
734,185786094,1659,England
735,185786157,1609,England
736,185786178,1609,England
737,185786302,1609,England
738,185786470,1659,England
739,185786517,1609,England
740,185786560,1659,England
741,185786610,1609,England
742,185811389,1651,England
743,185811638,1651,England
744,185811852,1651,England
745,185811623,1627,England
746,185811880,1651,England
747,185811696,1627,England
748,185811934,1651,England
749,185811963,1651,England
750,185812063,1651,England
751,185811872,1627,England
752,185811890,1627,England
753,185812221,1651,England
754,185812282,1651,England
755,185812335,1651,England
756,185812976,1651,England
757,185812518,1651,England
758,185812419,1627,England
759,185812563,1627,England
760,185812615,1627,England
761,185812820,1627,England
762,185812836,1627,England
763,185812880,1627,England
764,185812889,1627,England
765,185812948,1627,England
766,185812963,1627,England
767,186144087,1646,England
768,186144186,1628,England
769,186144240,1628,England
770,186144112,1646,England
771,186144128,1646,England
772,186145638,1628,England
773,186144551,1628,England
774,186144560,1628,England
775,186144693,1628,England
776,186144970,1628,England
777,186145129,1628,England
778,186145263,1628,England
779,186145311,1628,England
780,186145354,1628,England
781,186145445,1628,England
782,186145055,1646,England
783,186145479,1628,England
784,186145502,1628,England
785,186145544,1628,England
786,186145545,1628,England
787,186145568,1628,England
788,186145592,1628,England
789,186145602,1628,England
790,186145605,1628,England
791,186145615,1628,England
792,187516490,1623,England
793,185819898,1624,England
794,185819961,1624,England
795,185819992,1624,England
796,185819996,1624,England
797,185820026,1623,England
798,185820216,1624,England
799,185820204,1623,England
800,185820354,1624,England
801,185820356,1624,England
802,185820393,1624,England
803,185820477,1624,England
804,185820512,1624,England
805,185820669,1624,England
806,185820695,1624,England
807,185820786,1624,England
808,185821074,1623,England
809,185821019,1624,England
810,187516498,1623,England
811,185821370,1623,England
812,187516515,1623,England
813,185821285,1624,England
814,185821466,1623,England
815,185821504,1623,England
816,185749831,1610,England
817,185750233,1631,England
818,185750418,1610,England
819,185750455,1610,England
820,185750478,1631,England
821,185750481,1631,England
822,189097409,1610,England
823,185750503,1631,England
824,185750510,1631,England
825,185750526,1631,England
826,185750618,1610,England
827,185750710,1610,England
828,185750741,1610,England
829,185750751,1610,England
830,185750809,1610,England
831,185751431,1631,England
832,185750954,1631,England
833,185750944,1610,England
834,189097412,1610,England
835,185751142,1610,England
836,185751171,1610,England
837,185751259,1610,England
838,185751367,1610,England
839,185702772,1612,England
840,185702675,1625,England
841,185702704,1625,England
842,185702831,1625,England
843,185703042,1612,England
844,185703137,1612,England
845,185703074,1625,England
846,185703271,1612,England
847,185703240,1625,England
848,185703247,1625,England
849,185703420,1625,England
850,185703640,1625,England
851,185703922,1625,England
852,185704194,1625,England
853,185704340,1625,England
854,185704393,1625,England
855,185704462,1625,England
856,185779389,1644,England
857,185779732,1644,England
858,185779828,1644,England
859,185779835,1644,England
860,185779859,1644,England
861,185779868,1644,England
862,185779895,1644,England
863,185779288,1619,England
864,185779971,1644,England
865,185779955,1644,England
866,185779956,1644,England
867,185779403,1619,England
868,185779437,1619,England
869,185779439,1619,England
870,185780029,1644,England
871,185779653,1619,England
872,185779768,1619,England
873,185780125,1619,England
874,185780429,1644,England
875,185780267,1619,England
876,185780296,1619,England
877,185780482,1644,England
878,185840536,1639,England
879,185840810,1639,England
880,185840876,1611,England
881,185841109,1639,England
882,185840598,1611,England
883,185841126,1639,England
884,185840655,1611,England
885,185841373,1639,England
886,186925795,1611,England
887,185840911,1611,England
888,185840919,1611,England
889,185840941,1611,England
890,185840958,1611,England
891,185841523,1639,England
892,185841116,1611,England
893,186222334,1611,England
894,185841735,1639,England
895,185841738,1639,England
896,185841236,1611,England
897,185841251,1611,England
898,185841790,1639,England
899,185841405,1611,England
900,186222336,1611,England
901,185841517,1611,England
902,185841590,1611,England
903,185841652,1611,England
904,186197190,1613,England
905,186195587,1613,England
906,186195642,1613,England
907,186195973,1613,England
908,186196007,1613,England
909,186196069,1613,England
910,186196109,1613,England
911,186197200,10531,England
912,186196214,10531,England
913,186196273,10531,England
914,186196301,1613,England
915,186196464,1613,England
916,186196583,10531,England
917,186196659,10531,England
918,186196674,1613,England
919,186196847,1613,England
920,186196851,1613,England
921,186196893,1613,England
922,186196909,1613,England
923,186196932,1613,England
924,186197148,10531,England
925,186197167,10531,England
926,186197169,10531,England
927,186565838,1633,England
928,186565973,1633,England
929,186566095,1633,England
930,186566274,1633,England
931,186566289,1633,England
932,186566392,1633,England
933,186566425,1633,England
934,186566481,1633,England
935,186566618,1673,England
936,186566751,1673,England
937,186566781,1633,England
938,186566837,1633,England
939,186566880,1673,England
940,186566974,1673,England
941,186567039,1633,England
942,186567089,1673,England
943,186567093,1633,England
944,186567128,1673,England
945,186567133,1673,England
946,186925789,1673,England
947,186567274,1673,England
948,186567275,1633,England
949,186567353,1673,England
950,189374965,1651,England
951,189374922,1659,England
952,189374974,1659,England
953,189375064,1659,England
954,189375113,1659,England
955,189375500,1651,England
956,189375182,1659,England
957,189375528,1659,England
958,189375545,1659,England
959,189375729,1651,England
960,189375731,1651,England
961,189375745,1651,England
962,189375762,1659,England
963,189375768,1659,England
964,189375808,1651,England
965,189375964,1659,England
966,189375976,1659,England
967,189376039,1659,England
968,189376065,1659,England
969,189376116,1651,England
970,189376290,1651,England
971,188266348,1610,England
972,188266637,1609,England
973,188266660,1609,England
974,188266702,1609,England
975,188266670,1610,England
976,188266684,1610,England
977,188266712,1610,England
978,188266956,1609,England
979,188267022,1609,England
980,188267056,1609,England
981,188267057,1609,England
982,188267143,1609,England
983,188267144,1609,England
984,188267241,1610,England
985,188267278,1610,England
986,188267358,1610,England
987,188267475,1610,England
988,188267536,1610,England
989,188267828,1610,England
990,188267833,1610,England
991,188267957,1610,England
992,188267969,1610,England
993,188268134,1609,England
994,187856225,1619,England
995,187856277,1619,England
996,187856385,1619,England
997,187856416,1628,England
998,187856529,1619,England
999,187856560,1619,England
1000,187856608,1619,England
1001,187856538,1628,England
1002,187856639,1628,England
1003,187856686,1628,England
1004,187857050,1619,England
1005,187857071,1619,England
1006,187856944,1628,England
1007,187857162,1628,England
1008,187857363,1619,England
1009,187857362,1628,England
1010,187857507,1619,England
1011,187857674,1628,England
1012,187857707,1619,England
1013,187857885,1619,England
1014,187857874,1628,England
1015,187857934,1628,England
1016,187999719,1673,England
1017,187999726,1673,England
1018,187999728,1673,England
1019,187999753,1673,England
1020,187999858,1673,England
1021,187999967,1631,England
1022,188000033,1673,England
1023,188000425,1673,England
1024,188000481,1631,England
1025,188000491,1631,England
1026,188000606,1673,England
1027,188000617,1631,England
1028,188000693,1673,England
1029,188000869,1631,England
1030,188000986,1673,England
1031,188001071,1631,England
1032,188001217,1673,England
1033,188001342,1673,England
1034,188001467,1631,England
1035,187985330,1612,England
1036,187985463,1612,England
1037,187985687,1612,England
1038,187985695,1612,England
1039,187985728,1612,England
1040,187985756,1612,England
1041,187985801,1612,England
1042,187985702,1646,England
1043,187985734,1646,England
1044,187985903,1612,England
1045,187986057,1612,England
1046,187986066,1612,England
1047,187986098,1612,England
1048,187986161,1612,England
1049,187986199,1612,England
1050,187986070,1646,England
1051,187986276,1612,England
1052,187986297,1612,England
1053,187986355,1612,England
1054,187986423,1612,England
1055,187986470,1612,England
1056,187986510,1612,England
1057,187986578,1612,England
1058,187986606,1612,England
1059,187986631,1612,England
1060,187986628,1612,England
1061,187986647,1612,England
1062,187986710,1612,England
1063,187986831,1612,England
1064,187986876,1612,England
1065,187986622,1646,England
1066,187986931,1612,England
1067,187986646,1646,England
1068,187986653,1646,England
1069,187986963,1612,England
1070,187986983,1612,England
1071,187987000,1612,England
1072,187987045,1612,England
1073,187987077,1612,England
1074,187987083,1612,England
1075,187987085,1612,England
1076,188306022,1611,England
1077,188306943,1623,England
1078,188306796,1611,England
1079,188305741,1623,England
1080,188305738,1611,England
1081,188306797,1611,England
1082,188306942,1623,England
1083,188306132,1611,England
1084,188306365,1623,England
1085,188306403,1611,England
1086,188306659,1623,England
1087,188306468,1611,England
1088,188306500,1611,England
1089,188306544,1611,England
1090,188306639,1611,England
1091,188306698,1611,England
1092,188306798,1611,England
1093,188306878,1623,England
1094,187995581,1613,England
1095,187995727,1639,England
1096,187995955,1613,England
1097,187995998,1613,England
1098,187995996,1639,England
1099,187996001,1639,England
1100,187996084,1613,England
1101,187996168,1613,England
1102,187996986,1613,England
1103,187996287,1613,England
1104,187996395,1613,England
1105,187996407,1639,England
1106,187996502,1639,England
1107,187996534,1613,England
1108,187996542,1613,England
1109,187996701,1639,England
1110,187996575,1613,England
1111,187996758,1639,England
1112,187996785,1639,England
1113,187996794,1639,England
1114,187996632,1613,England
1115,187996774,1613,England
1116,187997038,1639,England
1117,187996878,1613,England
1118,187997091,1639,England
1119,187931979,1624,England
1120,187932014,10531,England
1121,187932110,1624,England
1122,187932116,1624,England
1123,187932252,1624,England
1124,187932468,1624,England
1125,187932698,1624,England
1126,187932780,10531,England
1127,187932826,1624,England
1128,187932908,1624,England
1129,187933078,1624,England
1130,187933082,1624,England
1131,187933112,1624,England
1132,187933131,1624,England
1133,187933133,1624,England
1134,187933138,1624,England
1135,187933200,1624,England
1136,187933244,1624,England
1137,187933252,1624,England
1138,187933259,1624,England
1139,187933268,1624,England
1140,187933477,10531,England
1141,187933539,1624,England
1142,187933602,1624,England
1143,187933700,1624,England
1144,187933718,1624,England
1145,188010414,1625,England
1146,188010450,1625,England
1147,188010504,1625,England
1148,188010526,1625,England
1149,188010025,1644,England
1150,188010663,1625,England
1151,188010723,1625,England
1152,188010797,1625,England
1153,188010815,1625,England
1154,188011684,1625,England
1155,188010104,1644,England
1156,188010927,1625,England
1157,188079625,1625,England
1158,188011027,1625,England
1159,188011046,1625,England
1160,188010333,1644,England
1161,188010409,1644,England
1162,188011272,1625,England
1163,188011281,1625,England
1164,188010451,1644,England
1165,188011308,1625,England
1166,188010499,1644,England
1167,188079631,1625,England
1168,188011354,1625,England
1169,188011359,1625,England
1170,188010674,1644,England
1171,188011485,1625,England
1172,188011536,1625,England
1173,188011581,1625,England
1174,188011600,1625,England
1175,188011641,1625,England
1176,188011680,1625,England
1177,187987395,1627,England
1178,187987500,1627,England
1179,187987507,1627,England
1180,187987884,1633,England
1181,187987917,1633,England
1182,187987958,1633,England
1183,187988053,1633,England
1184,187987844,1627,England
1185,187987867,1627,England
1186,187988138,1633,England
1187,187988266,1633,England
1188,187988509,1633,England
1189,187988185,1627,England
1190,187988671,1633,England
1191,187988478,1627,England
1192,190850051,1627,England
1193,190850053,1627,England
1194,190850120,1609,England
1195,190850124,1627,England
1196,190850258,1609,England
1197,190850427,1627,England
1198,190850621,1627,England
1199,190850640,1627,England
1200,190850840,1609,England
1201,190850878,1609,England
1202,190851131,1609,England
1203,190851159,1609,England
1204,190851234,1609,England
1205,190851301,1609,England
1206,190851356,1609,England
1207,190851359,1609,England
1208,190851446,1609,England
1209,190851499,1609,England
1210,190373562,1613,England
1211,190373599,1651,England
1212,190373615,1651,England
1213,190373642,1613,England
1214,190373639,1651,England
1215,190373713,1651,England
1216,190373890,1613,England
1217,190374077,1613,England
1218,191624275,1613,England
1219,190374478,1651,England
1220,190374558,1651,England
1221,190374668,1613,England
1222,190374770,1613,England
1223,190374983,1613,England
1224,190375064,1613,England
1225,190375141,1613,England
1226,190375144,1613,England
1227,190375159,1613,England
1228,190089038,1646,England
1229,190089145,1646,England
1230,190090074,1673,England
1231,190090169,1673,England
1232,190090222,1673,England
1233,190090243,1673,England
1234,190090279,1673,England
1235,190089482,1646,England
1236,190089553,1646,England
1237,190090388,1673,England
1238,190090472,1673,England
1239,190090476,1673,England
1240,190089729,1646,England
1241,190070014,1623,England
1242,190070128,1623,England
1243,190070289,1659,England
1244,190070291,1623,England
1245,190070488,1623,England
1246,190070648,1623,England
